Number,Name,Size(m),Weight(lb),Weight(kg),PokedexColor,Type1,Type2,Evolution,NormalDamage,FireDamage,WaterDamage,ElectricDamage,GrassDamage,IceDamage,FightingDamage,PoisonDamage,GroundDamage,FlyingDamage,PsychcDamage,BugDamage,RockDamage,GhostDamage,DragonDamage,DarkDamage,SteelDamage,FairyDamage
886,Drakloak,1.4,24.3,11.0, Green,Dragon,Ghost,[887],*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
887,Dragapult,3.0,110.2,50.0, Green,Dragon,Ghost,[],*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
888,Zacian,2.8,242.5,110.0, Blue,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
889,Zamazenta,2.9,463.0,210.0, Red,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
890,Eternatus,,,,,Poison,Dragon,[],*1,*0.5,*0.5,*0.5,*0.25,*2,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1
891,Kubfu,,,,,Fighting,,"[891, 892, 892]",*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
892,Urshifu,1.9,231.5,105.0, Gray,Fighting,Dark,"[891, 892, 892, 892]",*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*0,*1,*0.5,*0.5,*1,*0.25,*1,*4
893,Zarude,,,,,Dark,Grass,"[893, 893]",*1,*2,*0.5,*0.5,*0.5,*2,*2,*2,*0.5,*2,*0,*4,*1,*0.5,*1,*0.5,*1,*2
894,Regieleki,,,,,Electric,,[894],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
895,Regidrago,,,,,Dragon,,[895],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
896,Glastrier,,,,,Ice,,[896],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
897,Spectrier,,,,,Ghost,,[897],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
898,Calyrex,1.1,17.0,7.7, Green,Psychic,Grass,"[898, 898]",*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*2,*0.5,*2,*0.5,*4,*1,*2,*1,*2,*1,*1
